date_key,full_date,y,m,d,day_suffix,year_month,wkd,wkd_name,month_name,q,year_quarter,day_year,w,iso_w,week_month,is_weekend,is_weekday,previous_weekday,next_weekday,is_holiday,holiday_name,is_workday,workday_id,workday_date,workday_number,pwd,nwd,first_workday_in_month,last_workday_in_month,first_day_year,first_day_quarter,first_day_month,first_day_week,last_day_year,last_day_quarter,last_day_month,last_day_week,previous_day,next_day,previous_year_month,next_year_month,previous_quarter,next_quarter,previous_year,next_year,is_today,is_report_day,is_current_week,is_current_month,is_current_quarter,is_current_year,created
20120310,2012-03-10,2012,3,10,th,2012-03,5,Saturday,March,1,2012-Q1,70,11,10,2,1,0,2012-03-09,2012-03-12,0,,0,556,2012-03-09,7,2012-03-08,2012-03-12,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-05,2012-12-31,2012-03-31,2012-03-31,2012-03-11,2012-03-09,2012-03-11,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120311,2012-03-11,2012,3,11,th,2012-03,6,Sunday,March,1,2012-Q1,71,11,10,2,1,0,2012-03-09,2012-03-12,0,,0,556,2012-03-09,7,2012-03-08,2012-03-12,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-05,2012-12-31,2012-03-31,2012-03-31,2012-03-11,2012-03-10,2012-03-12,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120312,2012-03-12,2012,3,12,th,2012-03,0,Monday,March,1,2012-Q1,72,12,11,3,0,1,2012-03-09,2012-03-13,0,,1,557,2012-03-12,8,2012-03-09,2012-03-13,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-12,2012-12-31,2012-03-31,2012-03-31,2012-03-18,2012-03-11,2012-03-13,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120313,2012-03-13,2012,3,13,th,2012-03,1,Tuesday,March,1,2012-Q1,73,12,11,3,0,1,2012-03-12,2012-03-14,0,,1,558,2012-03-13,9,2012-03-12,2012-03-14,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-12,2012-12-31,2012-03-31,2012-03-31,2012-03-18,2012-03-12,2012-03-14,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120314,2012-03-14,2012,3,14,th,2012-03,2,Wednesday,March,1,2012-Q1,74,12,11,3,0,1,2012-03-13,2012-03-15,0,,1,559,2012-03-14,10,2012-03-13,2012-03-15,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-12,2012-12-31,2012-03-31,2012-03-31,2012-03-18,2012-03-13,2012-03-15,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120315,2012-03-15,2012,3,15,th,2012-03,3,Thursday,March,1,2012-Q1,75,12,11,3,0,1,2012-03-14,2012-03-16,0,,1,560,2012-03-15,11,2012-03-14,2012-03-16,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-12,2012-12-31,2012-03-31,2012-03-31,2012-03-18,2012-03-14,2012-03-16,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120316,2012-03-16,2012,3,16,th,2012-03,4,Friday,March,1,2012-Q1,76,12,11,3,0,1,2012-03-15,2012-03-19,0,,1,561,2012-03-16,12,2012-03-15,2012-03-19,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-12,2012-12-31,2012-03-31,2012-03-31,2012-03-18,2012-03-15,2012-03-17,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120317,2012-03-17,2012,3,17,th,2012-03,5,Saturday,March,1,2012-Q1,77,12,11,3,1,0,2012-03-16,2012-03-19,0,,0,561,2012-03-16,12,2012-03-15,2012-03-19,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-12,2012-12-31,2012-03-31,2012-03-31,2012-03-18,2012-03-16,2012-03-18,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120318,2012-03-18,2012,3,18,th,2012-03,6,Sunday,March,1,2012-Q1,78,12,11,3,1,0,2012-03-16,2012-03-19,0,,0,561,2012-03-16,12,2012-03-15,2012-03-19,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-12,2012-12-31,2012-03-31,2012-03-31,2012-03-18,2012-03-17,2012-03-19,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120319,2012-03-19,2012,3,19,th,2012-03,0,Monday,March,1,2012-Q1,79,13,12,4,0,1,2012-03-16,2012-03-20,0,,1,562,2012-03-19,13,2012-03-16,2012-03-20,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-19,2012-12-31,2012-03-31,2012-03-31,2012-03-25,2012-03-18,2012-03-20,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120320,2012-03-20,2012,3,20,th,2012-03,1,Tuesday,March,1,2012-Q1,80,13,12,4,0,1,2012-03-19,2012-03-21,0,,1,563,2012-03-20,14,2012-03-19,2012-03-21,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-19,2012-12-31,2012-03-31,2012-03-31,2012-03-25,2012-03-19,2012-03-21,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120321,2012-03-21,2012,3,21,st,2012-03,2,Wednesday,March,1,2012-Q1,81,13,12,4,0,1,2012-03-20,2012-03-22,0,,1,564,2012-03-21,15,2012-03-20,2012-03-22,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-19,2012-12-31,2012-03-31,2012-03-31,2012-03-25,2012-03-20,2012-03-22,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120322,2012-03-22,2012,3,22,nd,2012-03,3,Thursday,March,1,2012-Q1,82,13,12,4,0,1,2012-03-21,2012-03-23,0,,1,565,2012-03-22,16,2012-03-21,2012-03-23,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-19,2012-12-31,2012-03-31,2012-03-31,2012-03-25,2012-03-21,2012-03-23,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120323,2012-03-23,2012,3,23,rd,2012-03,4,Friday,March,1,2012-Q1,83,13,12,4,0,1,2012-03-22,2012-03-26,0,,1,566,2012-03-23,17,2012-03-22,2012-03-26,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-19,2012-12-31,2012-03-31,2012-03-31,2012-03-25,2012-03-22,2012-03-24,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120324,2012-03-24,2012,3,24,th,2012-03,5,Saturday,March,1,2012-Q1,84,13,12,4,1,0,2012-03-23,2012-03-26,0,,0,566,2012-03-23,17,2012-03-22,2012-03-26,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-19,2012-12-31,2012-03-31,2012-03-31,2012-03-25,2012-03-23,2012-03-25,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120325,2012-03-25,2012,3,25,th,2012-03,6,Sunday,March,1,2012-Q1,85,13,12,4,1,0,2012-03-23,2012-03-26,0,,0,566,2012-03-23,17,2012-03-22,2012-03-26,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-19,2012-12-31,2012-03-31,2012-03-31,2012-03-25,2012-03-24,2012-03-26,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120326,2012-03-26,2012,3,26,th,2012-03,0,Monday,March,1,2012-Q1,86,14,13,5,0,1,2012-03-23,2012-03-27,0,,1,567,2012-03-26,18,2012-03-23,2012-03-27,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-26,2012-12-31,2012-03-31,2012-03-31,2012-04-01,2012-03-25,2012-03-27,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120327,2012-03-27,2012,3,27,th,2012-03,1,Tuesday,March,1,2012-Q1,87,14,13,5,0,1,2012-03-26,2012-03-28,0,,1,568,2012-03-27,19,2012-03-26,2012-03-28,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-26,2012-12-31,2012-03-31,2012-03-31,2012-04-01,2012-03-26,2012-03-28,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120328,2012-03-28,2012,3,28,th,2012-03,2,Wednesday,March,1,2012-Q1,88,14,13,5,0,1,2012-03-27,2012-03-29,0,,1,569,2012-03-28,20,2012-03-27,2012-03-29,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-26,2012-12-31,2012-03-31,2012-03-31,2012-04-01,2012-03-27,2012-03-29,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120329,2012-03-29,2012,3,29,th,2012-03,3,Thursday,March,1,2012-Q1,89,14,13,5,0,1,2012-03-28,2012-03-30,0,,1,570,2012-03-29,21,2012-03-28,2012-03-30,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-26,2012-12-31,2012-03-31,2012-03-31,2012-04-01,2012-03-28,2012-03-30,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120330,2012-03-30,2012,3,30,th,2012-03,4,Friday,March,1,2012-Q1,90,14,13,5,0,1,2012-03-29,2012-04-02,0,,1,571,2012-03-30,22,2012-03-29,2012-04-02,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-26,2012-12-31,2012-03-31,2012-03-31,2012-04-01,2012-03-29,2012-03-31,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120331,2012-03-31,2012,3,31,st,2012-03,5,Saturday,March,1,2012-Q1,91,14,13,5,1,0,2012-03-30,2012-04-02,0,,0,571,2012-03-30,22,2012-03-29,2012-04-02,2012-03-01,2012-03-30,2012-01-01,2012-01-01,2012-03-01,2012-03-26,2012-12-31,2012-03-31,2012-03-31,2012-04-01,2012-03-30,2012-04-01,2012-02,2012-04,4,2,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120401,2012-04-01,2012,4,1,st,2012-04,6,Sunday,April,2,2012-Q2,92,14,13,1,1,0,2012-03-30,2012-04-02,0,,0,572,2012-04-02,1,2012-03-30,2012-04-03,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-03-26,2012-12-31,2012-06-30,2012-04-30,2012-04-01,2012-03-31,2012-04-02,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120402,2012-04-02,2012,4,2,nd,2012-04,0,Monday,April,2,2012-Q2,93,15,14,2,0,1,2012-03-30,2012-04-03,0,,1,572,2012-04-02,1,2012-03-30,2012-04-03,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-02,2012-12-31,2012-06-30,2012-04-30,2012-04-08,2012-04-01,2012-04-03,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120403,2012-04-03,2012,4,3,rd,2012-04,1,Tuesday,April,2,2012-Q2,94,15,14,2,0,1,2012-04-02,2012-04-04,0,,1,573,2012-04-03,2,2012-04-02,2012-04-04,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-02,2012-12-31,2012-06-30,2012-04-30,2012-04-08,2012-04-02,2012-04-04,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120404,2012-04-04,2012,4,4,th,2012-04,2,Wednesday,April,2,2012-Q2,95,15,14,2,0,1,2012-04-03,2012-04-05,0,,1,574,2012-04-04,3,2012-04-03,2012-04-05,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-02,2012-12-31,2012-06-30,2012-04-30,2012-04-08,2012-04-03,2012-04-05,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120405,2012-04-05,2012,4,5,th,2012-04,3,Thursday,April,2,2012-Q2,96,15,14,2,0,1,2012-04-04,2012-04-06,0,,1,575,2012-04-05,4,2012-04-04,2012-04-06,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-02,2012-12-31,2012-06-30,2012-04-30,2012-04-08,2012-04-04,2012-04-06,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120406,2012-04-06,2012,4,6,th,2012-04,4,Friday,April,2,2012-Q2,97,15,14,2,0,1,2012-04-05,2012-04-09,0,,1,576,2012-04-06,5,2012-04-05,2012-04-10,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-02,2012-12-31,2012-06-30,2012-04-30,2012-04-08,2012-04-05,2012-04-07,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120407,2012-04-07,2012,4,7,th,2012-04,5,Saturday,April,2,2012-Q2,98,15,14,2,1,0,2012-04-06,2012-04-09,0,,0,576,2012-04-06,5,2012-04-05,2012-04-10,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-02,2012-12-31,2012-06-30,2012-04-30,2012-04-08,2012-04-06,2012-04-08,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120408,2012-04-08,2012,4,8,th,2012-04,6,Sunday,April,2,2012-Q2,99,15,14,2,1,0,2012-04-06,2012-04-09,0,,0,576,2012-04-06,5,2012-04-05,2012-04-10,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-02,2012-12-31,2012-06-30,2012-04-30,2012-04-08,2012-04-07,2012-04-09,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120409,2012-04-09,2012,4,9,th,2012-04,0,Monday,April,2,2012-Q2,100,16,15,3,0,1,2012-04-06,2012-04-10,1,Easter Monday,0,576,2012-04-06,5,2012-04-05,2012-04-10,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-09,2012-12-31,2012-06-30,2012-04-30,2012-04-15,2012-04-08,2012-04-10,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120410,2012-04-10,2012,4,10,th,2012-04,1,Tuesday,April,2,2012-Q2,101,16,15,3,0,1,2012-04-09,2012-04-11,0,,1,577,2012-04-10,6,2012-04-06,2012-04-11,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-09,2012-12-31,2012-06-30,2012-04-30,2012-04-15,2012-04-09,2012-04-11,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120411,2012-04-11,2012,4,11,th,2012-04,2,Wednesday,April,2,2012-Q2,102,16,15,3,0,1,2012-04-10,2012-04-12,0,,1,578,2012-04-11,7,2012-04-10,2012-04-12,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-09,2012-12-31,2012-06-30,2012-04-30,2012-04-15,2012-04-10,2012-04-12,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120412,2012-04-12,2012,4,12,th,2012-04,3,Thursday,April,2,2012-Q2,103,16,15,3,0,1,2012-04-11,2012-04-13,0,,1,579,2012-04-12,8,2012-04-11,2012-04-13,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-09,2012-12-31,2012-06-30,2012-04-30,2012-04-15,2012-04-11,2012-04-13,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120413,2012-04-13,2012,4,13,th,2012-04,4,Friday,April,2,2012-Q2,104,16,15,3,0,1,2012-04-12,2012-04-16,0,,1,580,2012-04-13,9,2012-04-12,2012-04-16,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-09,2012-12-31,2012-06-30,2012-04-30,2012-04-15,2012-04-12,2012-04-14,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120414,2012-04-14,2012,4,14,th,2012-04,5,Saturday,April,2,2012-Q2,105,16,15,3,1,0,2012-04-13,2012-04-16,0,,0,580,2012-04-13,9,2012-04-12,2012-04-16,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-09,2012-12-31,2012-06-30,2012-04-30,2012-04-15,2012-04-13,2012-04-15,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120415,2012-04-15,2012,4,15,th,2012-04,6,Sunday,April,2,2012-Q2,106,16,15,3,1,0,2012-04-13,2012-04-16,0,,0,580,2012-04-13,9,2012-04-12,2012-04-16,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-09,2012-12-31,2012-06-30,2012-04-30,2012-04-15,2012-04-14,2012-04-16,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120416,2012-04-16,2012,4,16,th,2012-04,0,Monday,April,2,2012-Q2,107,17,16,4,0,1,2012-04-13,2012-04-17,0,,1,581,2012-04-16,10,2012-04-13,2012-04-17,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-16,2012-12-31,2012-06-30,2012-04-30,2012-04-22,2012-04-15,2012-04-17,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120417,2012-04-17,2012,4,17,th,2012-04,1,Tuesday,April,2,2012-Q2,108,17,16,4,0,1,2012-04-16,2012-04-18,0,,1,582,2012-04-17,11,2012-04-16,2012-04-18,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-16,2012-12-31,2012-06-30,2012-04-30,2012-04-22,2012-04-16,2012-04-18,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120418,2012-04-18,2012,4,18,th,2012-04,2,Wednesday,April,2,2012-Q2,109,17,16,4,0,1,2012-04-17,2012-04-19,0,,1,583,2012-04-18,12,2012-04-17,2012-04-19,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-16,2012-12-31,2012-06-30,2012-04-30,2012-04-22,2012-04-17,2012-04-19,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120419,2012-04-19,2012,4,19,th,2012-04,3,Thursday,April,2,2012-Q2,110,17,16,4,0,1,2012-04-18,2012-04-20,0,,1,584,2012-04-19,13,2012-04-18,2012-04-20,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-16,2012-12-31,2012-06-30,2012-04-30,2012-04-22,2012-04-18,2012-04-20,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120420,2012-04-20,2012,4,20,th,2012-04,4,Friday,April,2,2012-Q2,111,17,16,4,0,1,2012-04-19,2012-04-23,0,,1,585,2012-04-20,14,2012-04-19,2012-04-23,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-16,2012-12-31,2012-06-30,2012-04-30,2012-04-22,2012-04-19,2012-04-21,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120421,2012-04-21,2012,4,21,st,2012-04,5,Saturday,April,2,2012-Q2,112,17,16,4,1,0,2012-04-20,2012-04-23,0,,0,585,2012-04-20,14,2012-04-19,2012-04-23,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-16,2012-12-31,2012-06-30,2012-04-30,2012-04-22,2012-04-20,2012-04-22,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120422,2012-04-22,2012,4,22,nd,2012-04,6,Sunday,April,2,2012-Q2,113,17,16,4,1,0,2012-04-20,2012-04-23,0,,0,585,2012-04-20,14,2012-04-19,2012-04-23,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-16,2012-12-31,2012-06-30,2012-04-30,2012-04-22,2012-04-21,2012-04-23,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120423,2012-04-23,2012,4,23,rd,2012-04,0,Monday,April,2,2012-Q2,114,18,17,5,0,1,2012-04-20,2012-04-24,0,,1,586,2012-04-23,15,2012-04-20,2012-04-24,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-23,2012-12-31,2012-06-30,2012-04-30,2012-04-29,2012-04-22,2012-04-24,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120424,2012-04-24,2012,4,24,th,2012-04,1,Tuesday,April,2,2012-Q2,115,18,17,5,0,1,2012-04-23,2012-04-25,0,,1,587,2012-04-24,16,2012-04-23,2012-04-25,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-23,2012-12-31,2012-06-30,2012-04-30,2012-04-29,2012-04-23,2012-04-25,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120425,2012-04-25,2012,4,25,th,2012-04,2,Wednesday,April,2,2012-Q2,116,18,17,5,0,1,2012-04-24,2012-04-26,0,,1,588,2012-04-25,17,2012-04-24,2012-04-26,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-23,2012-12-31,2012-06-30,2012-04-30,2012-04-29,2012-04-24,2012-04-26,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120426,2012-04-26,2012,4,26,th,2012-04,3,Thursday,April,2,2012-Q2,117,18,17,5,0,1,2012-04-25,2012-04-27,0,,1,589,2012-04-26,18,2012-04-25,2012-04-27,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-23,2012-12-31,2012-06-30,2012-04-30,2012-04-29,2012-04-25,2012-04-27,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120427,2012-04-27,2012,4,27,th,2012-04,4,Friday,April,2,2012-Q2,118,18,17,5,0,1,2012-04-26,2012-04-30,0,,1,590,2012-04-27,19,2012-04-26,2012-04-30,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-23,2012-12-31,2012-06-30,2012-04-30,2012-04-29,2012-04-26,2012-04-28,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120428,2012-04-28,2012,4,28,th,2012-04,5,Saturday,April,2,2012-Q2,119,18,17,5,1,0,2012-04-27,2012-04-30,0,,0,590,2012-04-27,19,2012-04-26,2012-04-30,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-23,2012-12-31,2012-06-30,2012-04-30,2012-04-29,2012-04-27,2012-04-29,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120429,2012-04-29,2012,4,29,th,2012-04,6,Sunday,April,2,2012-Q2,120,18,17,5,1,0,2012-04-27,2012-04-30,0,,0,590,2012-04-27,19,2012-04-26,2012-04-30,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-23,2012-12-31,2012-06-30,2012-04-30,2012-04-29,2012-04-28,2012-04-30,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120430,2012-04-30,2012,4,30,th,2012-04,0,Monday,April,2,2012-Q2,121,19,18,6,0,1,2012-04-27,2012-05-01,0,,1,591,2012-04-30,20,2012-04-27,2012-05-02,2012-04-02,2012-04-30,2012-01-01,2012-04-01,2012-04-01,2012-04-30,2012-12-31,2012-06-30,2012-04-30,2012-05-06,2012-04-29,2012-05-01,2012-03,2012-05,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120501,2012-05-01,2012,5,1,st,2012-05,1,Tuesday,May,2,2012-Q2,122,19,18,1,0,1,2012-04-30,2012-05-02,1,Labour Day,0,592,2012-05-02,1,2012-04-30,2012-05-03,2012-05-02,2012-05-31,2012-01-01,2012-04-01,2012-05-01,2012-04-30,2012-12-31,2012-06-30,2012-05-31,2012-05-06,2012-04-30,2012-05-02,2012-04,2012-06,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120502,2012-05-02,2012,5,2,nd,2012-05,2,Wednesday,May,2,2012-Q2,123,19,18,1,0,1,2012-05-01,2012-05-03,0,,1,592,2012-05-02,1,2012-04-30,2012-05-03,2012-05-02,2012-05-31,2012-01-01,2012-04-01,2012-05-01,2012-04-30,2012-12-31,2012-06-30,2012-05-31,2012-05-06,2012-05-01,2012-05-03,2012-04,2012-06,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120503,2012-05-03,2012,5,3,rd,2012-05,3,Thursday,May,2,2012-Q2,124,19,18,1,0,1,2012-05-02,2012-05-04,0,,1,593,2012-05-03,2,2012-05-02,2012-05-04,2012-05-02,2012-05-31,2012-01-01,2012-04-01,2012-05-01,2012-04-30,2012-12-31,2012-06-30,2012-05-31,2012-05-06,2012-05-02,2012-05-04,2012-04,2012-06,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120504,2012-05-04,2012,5,4,th,2012-05,4,Friday,May,2,2012-Q2,125,19,18,1,0,1,2012-05-03,2012-05-07,0,,1,594,2012-05-04,3,2012-05-03,2012-05-07,2012-05-02,2012-05-31,2012-01-01,2012-04-01,2012-05-01,2012-04-30,2012-12-31,2012-06-30,2012-05-31,2012-05-06,2012-05-03,2012-05-05,2012-04,2012-06,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120505,2012-05-05,2012,5,5,th,2012-05,5,Saturday,May,2,2012-Q2,126,19,18,1,1,0,2012-05-04,2012-05-07,0,,0,594,2012-05-04,3,2012-05-03,2012-05-07,2012-05-02,2012-05-31,2012-01-01,2012-04-01,2012-05-01,2012-04-30,2012-12-31,2012-06-30,2012-05-31,2012-05-06,2012-05-04,2012-05-06,2012-04,2012-06,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120506,2012-05-06,2012,5,6,th,2012-05,6,Sunday,May,2,2012-Q2,127,19,18,1,1,0,2012-05-04,2012-05-07,0,,0,594,2012-05-04,3,2012-05-03,2012-05-07,2012-05-02,2012-05-31,2012-01-01,2012-04-01,2012-05-01,2012-04-30,2012-12-31,2012-06-30,2012-05-31,2012-05-06,2012-05-05,2012-05-07,2012-04,2012-06,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
20120507,2012-05-07,2012,5,7,th,2012-05,0,Monday,May,2,2012-Q2,128,20,19,2,0,1,2012-05-04,2012-05-08,0,,1,595,2012-05-07,4,2012-05-04,2012-05-09,2012-05-02,2012-05-31,2012-01-01,2012-04-01,2012-05-01,2012-05-07,2012-12-31,2012-06-30,2012-05-31,2012-05-13,2012-05-06,2012-05-08,2012-04,2012-06,1,3,2011,2013,0,0,0,0,0,0,2025-04-16 11:40:18.743739
